content_id,title,genre,content_type,release_year,duration_mins,production_cost_bucket,language
CNT-00332,Kids Movie 332,Kids,Movie,2011,94,Low (<$1M),English
CNT-00333,News Movie 333,News,Movie,2013,154,Low (<$1M),Spanish
CNT-00334,News Series 334,News,Series,2015,27,High ($10M-$50M),English
CNT-00335,Comedy Documentary 335,Comedy,Documentary,2025,52,High ($10M-$50M),Korean
CNT-00336,News Movie 336,News,Movie,2014,153,Low (<$1M),English
CNT-00337,Sci-Fi Documentary 337,Sci-Fi,Documentary,2011,95,Medium ($1M-$10M),Korean
CNT-00338,News Movie 338,News,Movie,2018,118,High ($10M-$50M),English
CNT-00339,Documentary Documentary 339,Documentary,Documentary,2024,95,High ($10M-$50M),English
CNT-00340,Thriller Series 340,Thriller,Series,2018,22,Medium ($1M-$10M),French
CNT-00341,Romance Movie 341,Romance,Movie,2016,155,Low (<$1M),English
CNT-00342,Drama Series 342,Drama,Series,2013,22,High ($10M-$50M),French
CNT-00343,Thriller Movie 343,Thriller,Movie,2014,111,Low (<$1M),English
CNT-00344,Romance Series 344,Romance,Series,2010,48,High ($10M-$50M),English
CNT-00345,Documentary Series 345,Documentary,Series,2016,36,High ($10M-$50M),Korean
CNT-00346,Action Movie 346,Action,Movie,2024,139,Medium ($1M-$10M),English
CNT-00347,Sports Series 347,Sports,Series,2013,43,Blockbuster (>$50M),English
CNT-00348,News Series 348,News,Series,2015,47,Low (<$1M),English
CNT-00349,Kids Movie 349,Kids,Movie,2015,151,High ($10M-$50M),French
CNT-00350,Kids Live 350,Kids,Live,2021,56,Low (<$1M),English
CNT-00351,Romance Movie 351,Romance,Movie,2023,104,Medium ($1M-$10M),English
CNT-00352,Documentary Live 352,Documentary,Live,2024,98,Low (<$1M),Spanish
CNT-00353,Drama Documentary 353,Drama,Documentary,2018,91,High ($10M-$50M),Spanish
CNT-00354,Action Documentary 354,Action,Documentary,2018,50,Low (<$1M),Korean
CNT-00355,Thriller Series 355,Thriller,Series,2020,42,Low (<$1M),Japanese
CNT-00356,News Series 356,News,Series,2023,26,Medium ($1M-$10M),English
CNT-00357,Thriller Series 357,Thriller,Series,2010,54,Low (<$1M),English
CNT-00358,Drama Documentary 358,Drama,Documentary,2021,69,Low (<$1M),Korean
CNT-00359,Comedy Movie 359,Comedy,Movie,2019,166,Blockbuster (>$50M),English
CNT-00360,Romance Documentary 360,Romance,Documentary,2012,70,Low (<$1M),German
CNT-00361,Drama Series 361,Drama,Series,2022,22,Low (<$1M),English
CNT-00362,Sci-Fi Series 362,Sci-Fi,Series,2023,31,Medium ($1M-$10M),Spanish
CNT-00363,Comedy Documentary 363,Comedy,Documentary,2021,46,Low (<$1M),English
CNT-00364,Kids Movie 364,Kids,Movie,2014,134,Low (<$1M),English
CNT-00365,News Movie 365,News,Movie,2016,132,Medium ($1M-$10M),English
CNT-00366,Action Movie 366,Action,Movie,2010,121,Low (<$1M),English
CNT-00367,Sci-Fi Series 367,Sci-Fi,Series,2023,49,Medium ($1M-$10M),English
CNT-00368,News Series 368,News,Series,2016,50,Low (<$1M),Japanese
CNT-00369,Drama Series 369,Drama,Series,2013,20,Low (<$1M),Japanese
CNT-00370,Sci-Fi Documentary 370,Sci-Fi,Documentary,2025,95,Low (<$1M),English
CNT-00371,News Movie 371,News,Movie,2011,94,Low (<$1M),English
CNT-00372,Thriller Movie 372,Thriller,Movie,2017,80,Blockbuster (>$50M),English
CNT-00373,Sci-Fi Movie 373,Sci-Fi,Movie,2022,175,Low (<$1M),English
CNT-00374,News Series 374,News,Series,2025,55,Low (<$1M),English
CNT-00375,Comedy Movie 375,Comedy,Movie,2016,125,Medium ($1M-$10M),English
CNT-00376,Sports Movie 376,Sports,Movie,2014,151,Low (<$1M),English
CNT-00377,Sci-Fi Movie 377,Sci-Fi,Movie,2018,148,Low (<$1M),English
CNT-00378,Romance Series 378,Romance,Series,2017,36,Medium ($1M-$10M),Korean
CNT-00379,Documentary Documentary 379,Documentary,Documentary,2016,51,Low (<$1M),English
CNT-00380,Drama Movie 380,Drama,Movie,2021,148,Low (<$1M),Japanese
CNT-00381,Documentary Series 381,Documentary,Series,2016,41,Blockbuster (>$50M),English
CNT-00382,Sci-Fi Series 382,Sci-Fi,Series,2018,49,Low (<$1M),French
CNT-00383,Action Movie 383,Action,Movie,2014,173,Low (<$1M),English
CNT-00384,Action Movie 384,Action,Movie,2014,115,Low (<$1M),English
CNT-00385,Thriller Movie 385,Thriller,Movie,2015,114,Low (<$1M),English
CNT-00386,Action Documentary 386,Action,Documentary,2024,59,Medium ($1M-$10M),English
CNT-00387,Action Live 387,Action,Live,2021,123,Blockbuster (>$50M),English
CNT-00388,Sports Live 388,Sports,Live,2014,122,Blockbuster (>$50M),English
CNT-00389,Kids Movie 389,Kids,Movie,2014,157,Low (<$1M),Japanese
CNT-00390,Romance Series 390,Romance,Series,2023,38,Low (<$1M),English
CNT-00391,Sports Series 391,Sports,Series,2017,21,Medium ($1M-$10M),English
CNT-00392,Documentary Movie 392,Documentary,Movie,2024,166,Medium ($1M-$10M),English
CNT-00393,Action Movie 393,Action,Movie,2015,122,Low (<$1M),English
CNT-00394,News Series 394,News,Series,2023,37,Low (<$1M),Spanish
CNT-00395,Kids Live 395,Kids,Live,2012,147,Medium ($1M-$10M),English
CNT-00396,Comedy Series 396,Comedy,Series,2014,31,Blockbuster (>$50M),English
CNT-00397,Drama Movie 397,Drama,Movie,2015,152,High ($10M-$50M),English
CNT-00398,News Movie 398,News,Movie,2020,87,Low (<$1M),Spanish
CNT-00399,Documentary Movie 399,Documentary,Movie,2011,98,High ($10M-$50M),English
CNT-00400,News Movie 400,News,Movie,2025,152,Medium ($1M-$10M),Korean
CNT-00401,Sci-Fi Movie 401,Sci-Fi,Movie,2024,173,Blockbuster (>$50M),Spanish
CNT-00402,Comedy Series 402,Comedy,Series,2017,44,Medium ($1M-$10M),English
CNT-00403,Sports Series 403,Sports,Series,2019,29,Low (<$1M),German
CNT-00404,Action Series 404,Action,Series,2011,36,Blockbuster (>$50M),Japanese
CNT-00405,Kids Movie 405,Kids,Movie,2025,93,Medium ($1M-$10M),English
CNT-00406,Drama Series 406,Drama,Series,2014,39,Medium ($1M-$10M),English
CNT-00407,Drama Series 407,Drama,Series,2013,42,Medium ($1M-$10M),Japanese
CNT-00408,Drama Series 408,Drama,Series,2025,29,Medium ($1M-$10M),Spanish
CNT-00409,Drama Series 409,Drama,Series,2025,22,Blockbuster (>$50M),English
CNT-00410,Romance Series 410,Romance,Series,2012,21,High ($10M-$50M),English
CNT-00411,Sports Series 411,Sports,Series,2024,51,High ($10M-$50M),Korean
CNT-00412,Romance Movie 412,Romance,Movie,2018,90,Low (<$1M),Korean
CNT-00413,Kids Movie 413,Kids,Movie,2024,122,High ($10M-$50M),English
CNT-00414,Drama Documentary 414,Drama,Documentary,2022,79,Low (<$1M),English
CNT-00415,Comedy Series 415,Comedy,Series,2013,45,Low (<$1M),English
CNT-00416,Drama Movie 416,Drama,Movie,2010,170,High ($10M-$50M),Spanish
CNT-00417,Documentary Series 417,Documentary,Series,2023,36,Medium ($1M-$10M),English
CNT-00418,Kids Series 418,Kids,Series,2024,42,Blockbuster (>$50M),English
CNT-00419,Action Series 419,Action,Series,2012,26,Low (<$1M),Japanese
CNT-00420,Documentary Documentary 420,Documentary,Documentary,2010,87,Low (<$1M),English
CNT-00421,Documentary Documentary 421,Documentary,Documentary,2015,54,Low (<$1M),French
CNT-00422,Documentary Series 422,Documentary,Series,2016,25,High ($10M-$50M),English
CNT-00423,Action Documentary 423,Action,Documentary,2023,78,Medium ($1M-$10M),English
CNT-00424,Drama Movie 424,Drama,Movie,2021,132,Low (<$1M),German
CNT-00425,Thriller Live 425,Thriller,Live,2011,134,Low (<$1M),English
CNT-00426,Action Movie 426,Action,Movie,2018,127,Medium ($1M-$10M),Japanese
CNT-00427,Action Documentary 427,Action,Documentary,2016,68,High ($10M-$50M),English
CNT-00428,Comedy Documentary 428,Comedy,Documentary,2020,46,High ($10M-$50M),English
CNT-00429,Action Series 429,Action,Series,2014,33,Medium ($1M-$10M),English
CNT-00430,Kids Series 430,Kids,Series,2012,21,High ($10M-$50M),French
CNT-00431,Kids Live 431,Kids,Live,2011,113,Low (<$1M),English
CNT-00432,Documentary Live 432,Documentary,Live,2025,51,Low (<$1M),Japanese
CNT-00433,Sports Live 433,Sports,Live,2023,101,Low (<$1M),French
CNT-00434,Drama Movie 434,Drama,Movie,2013,120,Low (<$1M),French
CNT-00435,Documentary Live 435,Documentary,Live,2017,125,High ($10M-$50M),English
CNT-00436,Sports Movie 436,Sports,Movie,2015,168,Blockbuster (>$50M),German
CNT-00437,Kids Series 437,Kids,Series,2024,35,Low (<$1M),English
CNT-00438,Kids Movie 438,Kids,Movie,2024,165,Low (<$1M),English
CNT-00439,Sports Documentary 439,Sports,Documentary,2024,45,Low (<$1M),German
CNT-00440,Sci-Fi Live 440,Sci-Fi,Live,2023,37,High ($10M-$50M),French
CNT-00441,Thriller Documentary 441,Thriller,Documentary,2010,79,High ($10M-$50M),English
CNT-00442,News Documentary 442,News,Documentary,2012,67,Low (<$1M),English
CNT-00443,Sports Movie 443,Sports,Movie,2017,137,Medium ($1M-$10M),French
CNT-00444,Kids Series 444,Kids,Series,2020,26,High ($10M-$50M),French
CNT-00445,Action Movie 445,Action,Movie,2011,141,Medium ($1M-$10M),Korean
CNT-00446,Documentary Movie 446,Documentary,Movie,2019,120,Low (<$1M),Japanese
CNT-00447,Drama Series 447,Drama,Series,2014,41,Medium ($1M-$10M),Korean
CNT-00448,Drama Series 448,Drama,Series,2015,29,Low (<$1M),English
CNT-00449,Comedy Documentary 449,Comedy,Documentary,2016,60,Low (<$1M),English
CNT-00450,News Live 450,News,Live,2016,133,High ($10M-$50M),Japanese
CNT-00451,Comedy Movie 451,Comedy,Movie,2025,120,Blockbuster (>$50M),English
CNT-00452,Thriller Movie 452,Thriller,Movie,2023,155,Medium ($1M-$10M),English
CNT-00453,Sci-Fi Live 453,Sci-Fi,Live,2021,145,Low (<$1M),Spanish
CNT-00454,Documentary Series 454,Documentary,Series,2020,48,Medium ($1M-$10M),English
CNT-00455,Documentary Movie 455,Documentary,Movie,2015,89,Low (<$1M),English
CNT-00456,Sports Movie 456,Sports,Movie,2012,115,Medium ($1M-$10M),English
CNT-00457,Documentary Movie 457,Documentary,Movie,2025,172,Blockbuster (>$50M),Japanese
CNT-00458,Thriller Series 458,Thriller,Series,2020,42,High ($10M-$50M),English
CNT-00459,Thriller Live 459,Thriller,Live,2012,100,Low (<$1M),English
CNT-00460,Drama Series 460,Drama,Series,2015,38,Low (<$1M),English
CNT-00461,Action Movie 461,Action,Movie,2019,177,Low (<$1M),English
CNT-00462,Drama Series 462,Drama,Series,2025,47,Low (<$1M),German
CNT-00463,Documentary Series 463,Documentary,Series,2023,29,Medium ($1M-$10M),German
CNT-00464,Action Series 464,Action,Series,2019,44,Medium ($1M-$10M),English
CNT-00465,Kids Documentary 465,Kids,Documentary,2016,76,Medium ($1M-$10M),Japanese
CNT-00466,Action Series 466,Action,Series,2019,25,High ($10M-$50M),Korean
CNT-00467,Documentary Movie 467,Documentary,Movie,2021,164,Low (<$1M),English
CNT-00468,Comedy Movie 468,Comedy,Movie,2017,100,Medium ($1M-$10M),Japanese
CNT-00469,Sci-Fi Movie 469,Sci-Fi,Movie,2023,145,Blockbuster (>$50M),English
CNT-00470,Documentary Documentary 470,Documentary,Documentary,2025,71,Medium ($1M-$10M),German
CNT-00471,Sci-Fi Movie 471,Sci-Fi,Movie,2011,156,Medium ($1M-$10M),English
CNT-00472,Comedy Series 472,Comedy,Series,2024,30,High ($10M-$50M),English
CNT-00473,Action Series 473,Action,Series,2014,29,High ($10M-$50M),Japanese
CNT-00474,Comedy Documentary 474,Comedy,Documentary,2025,90,Low (<$1M),Spanish
CNT-00475,Comedy Series 475,Comedy,Series,2015,35,Low (<$1M),English
CNT-00476,Drama Series 476,Drama,Series,2024,49,Medium ($1M-$10M),English
CNT-00477,Documentary Movie 477,Documentary,Movie,2013,126,Low (<$1M),German
CNT-00478,Sports Series 478,Sports,Series,2023,30,Low (<$1M),Korean
CNT-00479,Thriller Series 479,Thriller,Series,2012,48,Blockbuster (>$50M),English
CNT-00480,Sports Live 480,Sports,Live,2017,38,Blockbuster (>$50M),English
CNT-00481,News Movie 481,News,Movie,2015,90,Medium ($1M-$10M),English
CNT-00482,Sports Series 482,Sports,Series,2022,40,Blockbuster (>$50M),English
CNT-00483,Drama Series 483,Drama,Series,2019,36,Medium ($1M-$10M),English
CNT-00484,Kids Series 484,Kids,Series,2017,24,High ($10M-$50M),Japanese
CNT-00485,Romance Live 485,Romance,Live,2014,126,Medium ($1M-$10M),English
CNT-00486,Comedy Movie 486,Comedy,Movie,2020,154,Low (<$1M),English
CNT-00487,Drama Documentary 487,Drama,Documentary,2013,61,High ($10M-$50M),English
CNT-00488,Thriller Movie 488,Thriller,Movie,2016,175,High ($10M-$50M),German
CNT-00489,Action Live 489,Action,Live,2018,76,Medium ($1M-$10M),Korean
CNT-00490,Sci-Fi Movie 490,Sci-Fi,Movie,2020,136,Blockbuster (>$50M),English
CNT-00491,Action Movie 491,Action,Movie,2015,166,Blockbuster (>$50M),English
CNT-00492,News Series 492,News,Series,2022,53,Medium ($1M-$10M),English
CNT-00493,Documentary Live 493,Documentary,Live,2014,119,Medium ($1M-$10M),Korean
CNT-00494,Comedy Movie 494,Comedy,Movie,2018,99,Medium ($1M-$10M),English
CNT-00495,Sci-Fi Series 495,Sci-Fi,Series,2014,26,Medium ($1M-$10M),English
CNT-00496,Sci-Fi Movie 496,Sci-Fi,Movie,2022,101,Medium ($1M-$10M),Japanese
CNT-00497,Sci-Fi Series 497,Sci-Fi,Series,2025,26,Low (<$1M),German
CNT-00498,Action Movie 498,Action,Movie,2024,137,High ($10M-$50M),Korean
CNT-00499,News Series 499,News,Series,2016,44,Blockbuster (>$50M),English
CNT-00500,Romance Movie 500,Romance,Movie,2025,139,Medium ($1M-$10M),German
CNT-00501,Sports Movie 501,Sports,Movie,2014,180,Blockbuster (>$50M),English
CNT-00502,Sci-Fi Series 502,Sci-Fi,Series,2020,43,Medium ($1M-$10M),English
CNT-00503,Kids Movie 503,Kids,Movie,2011,91,Medium ($1M-$10M),English
CNT-00504,Romance Series 504,Romance,Series,2018,45,Blockbuster (>$50M),English
CNT-00505,Sci-Fi Series 505,Sci-Fi,Series,2013,22,High ($10M-$50M),French
CNT-00506,Thriller Series 506,Thriller,Series,2020,39,High ($10M-$50M),Spanish
CNT-00507,Romance Series 507,Romance,Series,2019,22,Low (<$1M),English
CNT-00508,Comedy Movie 508,Comedy,Movie,2012,171,Low (<$1M),Korean
CNT-00509,Kids Movie 509,Kids,Movie,2017,84,Low (<$1M),French
CNT-00510,News Documentary 510,News,Documentary,2014,82,High ($10M-$50M),English
CNT-00511,Thriller Series 511,Thriller,Series,2010,55,Low (<$1M),Japanese
CNT-00512,Kids Movie 512,Kids,Movie,2017,166,Medium ($1M-$10M),Japanese
CNT-00513,Drama Series 513,Drama,Series,2017,43,Medium ($1M-$10M),English
CNT-00514,Documentary Series 514,Documentary,Series,2017,39,Low (<$1M),English
CNT-00515,Sports Movie 515,Sports,Movie,2011,103,Medium ($1M-$10M),English
CNT-00516,Sci-Fi Live 516,Sci-Fi,Live,2015,79,High ($10M-$50M),Spanish
CNT-00517,Thriller Live 517,Thriller,Live,2010,82,Medium ($1M-$10M),English
CNT-00518,Kids Movie 518,Kids,Movie,2016,121,Low (<$1M),English
CNT-00519,Documentary Movie 519,Documentary,Movie,2022,174,Medium ($1M-$10M),English
CNT-00520,Romance Movie 520,Romance,Movie,2014,92,Medium ($1M-$10M),English
CNT-00521,Comedy Movie 521,Comedy,Movie,2015,96,Medium ($1M-$10M),English
CNT-00522,News Movie 522,News,Movie,2025,129,Low (<$1M),English
CNT-00523,Sports Series 523,Sports,Series,2020,55,Blockbuster (>$50M),English
CNT-00524,Romance Movie 524,Romance,Movie,2019,167,Medium ($1M-$10M),English
CNT-00525,Drama Documentary 525,Drama,Documentary,2017,48,High ($10M-$50M),Spanish
CNT-00526,Drama Documentary 526,Drama,Documentary,2019,62,High ($10M-$50M),English
CNT-00527,Comedy Series 527,Comedy,Series,2015,44,Low (<$1M),Korean
CNT-00528,Comedy Series 528,Comedy,Series,2025,48,Low (<$1M),English
CNT-00529,Romance Series 529,Romance,Series,2014,22,Medium ($1M-$10M),English
CNT-00530,Romance Series 530,Romance,Series,2013,40,Medium ($1M-$10M),Korean
CNT-00531,Sci-Fi Movie 531,Sci-Fi,Movie,2021,127,Low (<$1M),English
CNT-00532,Action Movie 532,Action,Movie,2023,93,Low (<$1M),English
CNT-00533,Comedy Live 533,Comedy,Live,2010,69,High ($10M-$50M),English
CNT-00534,Thriller Movie 534,Thriller,Movie,2024,127,Medium ($1M-$10M),English
CNT-00535,News Movie 535,News,Movie,2020,81,High ($10M-$50M),Spanish
CNT-00536,Thriller Series 536,Thriller,Series,2014,24,Medium ($1M-$10M),English
CNT-00537,Comedy Movie 537,Comedy,Movie,2014,137,High ($10M-$50M),English
CNT-00538,Kids Series 538,Kids,Series,2023,34,High ($10M-$50M),German
CNT-00539,Romance Series 539,Romance,Series,2023,51,Low (<$1M),French
CNT-00540,Documentary Movie 540,Documentary,Movie,2010,130,Medium ($1M-$10M),English
CNT-00541,Romance Live 541,Romance,Live,2012,125,Medium ($1M-$10M),French
CNT-00542,Drama Series 542,Drama,Series,2013,24,Blockbuster (>$50M),English
CNT-00543,Romance Movie 543,Romance,Movie,2014,140,Low (<$1M),Japanese
CNT-00544,Sci-Fi Movie 544,Sci-Fi,Movie,2011,113,High ($10M-$50M),English
CNT-00545,Kids Series 545,Kids,Series,2018,47,High ($10M-$50M),Spanish
CNT-00546,Documentary Movie 546,Documentary,Movie,2013,124,Medium ($1M-$10M),Japanese
CNT-00547,Comedy Movie 547,Comedy,Movie,2016,137,Low (<$1M),Korean
CNT-00548,Comedy Series 548,Comedy,Series,2022,36,Low (<$1M),English
CNT-00549,Comedy Series 549,Comedy,Series,2021,55,Low (<$1M),English
CNT-00550,Romance Series 550,Romance,Series,2024,28,High ($10M-$50M),English
CNT-00551,Drama Documentary 551,Drama,Documentary,2022,75,Blockbuster (>$50M),English
CNT-00552,Documentary Live 552,Documentary,Live,2019,103,Medium ($1M-$10M),French
CNT-00553,Sports Movie 553,Sports,Movie,2013,101,Medium ($1M-$10M),English
CNT-00554,News Series 554,News,Series,2017,22,Medium ($1M-$10M),English
CNT-00555,Action Movie 555,Action,Movie,2018,125,High ($10M-$50M),German
CNT-00556,Thriller Documentary 556,Thriller,Documentary,2015,76,Medium ($1M-$10M),French
CNT-00557,Documentary Movie 557,Documentary,Movie,2013,102,High ($10M-$50M),Japanese
CNT-00558,Romance Movie 558,Romance,Movie,2017,126,Medium ($1M-$10M),Spanish
CNT-00559,Drama Series 559,Drama,Series,2024,54,Low (<$1M),English
CNT-00560,Action Documentary 560,Action,Documentary,2013,52,Blockbuster (>$50M),Japanese
CNT-00561,Action Movie 561,Action,Movie,2021,148,Low (<$1M),Spanish
CNT-00562,Romance Movie 562,Romance,Movie,2021,117,High ($10M-$50M),English
CNT-00563,Comedy Series 563,Comedy,Series,2022,25,Low (<$1M),English
CNT-00564,Documentary Movie 564,Documentary,Movie,2017,159,Low (<$1M),English
CNT-00565,Documentary Series 565,Documentary,Series,2021,24,Medium ($1M-$10M),Spanish
CNT-00566,Thriller Movie 566,Thriller,Movie,2021,107,High ($10M-$50M),Korean
CNT-00567,Action Series 567,Action,Series,2010,47,Low (<$1M),Spanish
CNT-00568,Drama Live 568,Drama,Live,2020,79,High ($10M-$50M),German
CNT-00569,Documentary Movie 569,Documentary,Movie,2012,98,Medium ($1M-$10M),English
CNT-00570,News Movie 570,News,Movie,2011,84,Low (<$1M),Spanish
CNT-00571,Sci-Fi Documentary 571,Sci-Fi,Documentary,2025,95,High ($10M-$50M),French
CNT-00572,Comedy Movie 572,Comedy,Movie,2013,86,Low (<$1M),French
CNT-00573,Romance Series 573,Romance,Series,2018,44,High ($10M-$50M),English
CNT-00574,Thriller Series 574,Thriller,Series,2010,45,Medium ($1M-$10M),Spanish
CNT-00575,Sports Movie 575,Sports,Movie,2010,129,Low (<$1M),German
CNT-00576,Action Movie 576,Action,Movie,2014,138,Low (<$1M),English
CNT-00577,Kids Series 577,Kids,Series,2022,45,Medium ($1M-$10M),English
CNT-00578,Drama Documentary 578,Drama,Documentary,2022,70,Blockbuster (>$50M),Spanish
CNT-00579,News Series 579,News,Series,2011,53,Low (<$1M),English
CNT-00580,Action Series 580,Action,Series,2021,26,High ($10M-$50M),French
CNT-00581,Sports Series 581,Sports,Series,2019,46,Low (<$1M),English
CNT-00582,Action Live 582,Action,Live,2022,34,High ($10M-$50M),English
CNT-00583,Thriller Movie 583,Thriller,Movie,2014,148,Medium ($1M-$10M),English
CNT-00584,Romance Series 584,Romance,Series,2011,33,Low (<$1M),English
CNT-00585,Documentary Series 585,Documentary,Series,2021,30,Blockbuster (>$50M),French
CNT-00586,Drama Movie 586,Drama,Movie,2011,93,Medium ($1M-$10M),English
CNT-00587,Romance Series 587,Romance,Series,2011,51,Medium ($1M-$10M),English
CNT-00588,Thriller Movie 588,Thriller,Movie,2022,107,Low (<$1M),English
CNT-00589,Comedy Movie 589,Comedy,Movie,2012,84,Low (<$1M),English
CNT-00590,Romance Movie 590,Romance,Movie,2013,130,High ($10M-$50M),Spanish
CNT-00591,Thriller Series 591,Thriller,Series,2012,54,High ($10M-$50M),German
CNT-00592,Romance Series 592,Romance,Series,2018,34,Medium ($1M-$10M),English
CNT-00593,Kids Movie 593,Kids,Movie,2011,83,Low (<$1M),French
CNT-00594,Action Series 594,Action,Series,2011,21,Medium ($1M-$10M),English
CNT-00595,Sci-Fi Series 595,Sci-Fi,Series,2013,40,Blockbuster (>$50M),Japanese
CNT-00596,Kids Series 596,Kids,Series,2010,24,Blockbuster (>$50M),English
CNT-00597,Sports Series 597,Sports,Series,2015,55,Low (<$1M),English
CNT-00598,Action Movie 598,Action,Movie,2024,91,Blockbuster (>$50M),English
CNT-00599,Kids Movie 599,Kids,Movie,2013,109,Low (<$1M),English
CNT-00600,Sci-Fi Movie 600,Sci-Fi,Movie,2016,178,High ($10M-$50M),Japanese
CNT-00601,Documentary Series 601,Documentary,Series,2011,50,Medium ($1M-$10M),English
CNT-00602,Sports Movie 602,Sports,Movie,2010,150,Low (<$1M),English
CNT-00603,Drama Documentary 603,Drama,Documentary,2022,69,Medium ($1M-$10M),English
CNT-00604,Documentary Movie 604,Documentary,Movie,2011,99,Medium ($1M-$10M),German
CNT-00605,Comedy Live 605,Comedy,Live,2015,101,Low (<$1M),English
CNT-00606,Drama Movie 606,Drama,Movie,2017,100,Medium ($1M-$10M),French
CNT-00607,News Series 607,News,Series,2023,44,Medium ($1M-$10M),French
CNT-00608,Drama Movie 608,Drama,Movie,2015,149,High ($10M-$50M),French
CNT-00609,Drama Documentary 609,Drama,Documentary,2018,64,High ($10M-$50M),English
CNT-00610,Action Series 610,Action,Series,2010,42,Blockbuster (>$50M),English
CNT-00611,Action Documentary 611,Action,Documentary,2017,56,Medium ($1M-$10M),English
CNT-00612,Thriller Series 612,Thriller,Series,2025,53,Medium ($1M-$10M),English
CNT-00613,Drama Documentary 613,Drama,Documentary,2020,79,High ($10M-$50M),Spanish
CNT-00614,Action Movie 614,Action,Movie,2021,87,High ($10M-$50M),English
CNT-00615,Kids Documentary 615,Kids,Documentary,2010,69,High ($10M-$50M),English
CNT-00616,Sports Series 616,Sports,Series,2011,46,High ($10M-$50M),English
CNT-00617,News Movie 617,News,Movie,2019,85,Medium ($1M-$10M),Japanese
CNT-00618,Documentary Live 618,Documentary,Live,2023,64,Medium ($1M-$10M),German
CNT-00619,Drama Series 619,Drama,Series,2020,25,High ($10M-$50M),Spanish
CNT-00620,Action Series 620,Action,Series,2018,26,Blockbuster (>$50M),English
CNT-00621,Comedy Movie 621,Comedy,Movie,2017,136,Low (<$1M),French
CNT-00622,Drama Movie 622,Drama,Movie,2010,84,Medium ($1M-$10M),Korean
CNT-00623,Action Live 623,Action,Live,2014,112,High ($10M-$50M),German
CNT-00624,Drama Movie 624,Drama,Movie,2010,83,Blockbuster (>$50M),Japanese
CNT-00625,Comedy Movie 625,Comedy,Movie,2011,171,Medium ($1M-$10M),Japanese
CNT-00626,Sci-Fi Movie 626,Sci-Fi,Movie,2022,153,High ($10M-$50M),French
CNT-00627,Kids Documentary 627,Kids,Documentary,2023,57,Medium ($1M-$10M),French
CNT-00628,Kids Series 628,Kids,Series,2016,44,High ($10M-$50M),Spanish
CNT-00629,Documentary Series 629,Documentary,Series,2015,40,High ($10M-$50M),French
CNT-00630,Sci-Fi Live 630,Sci-Fi,Live,2020,56,High ($10M-$50M),English
CNT-00631,Thriller Series 631,Thriller,Series,2015,50,High ($10M-$50M),German
CNT-00632,Comedy Series 632,Comedy,Series,2023,34,Medium ($1M-$10M),French
CNT-00633,Romance Series 633,Romance,Series,2010,43,Medium ($1M-$10M),Japanese
CNT-00634,News Movie 634,News,Movie,2025,132,High ($10M-$50M),Spanish
CNT-00635,Kids Live 635,Kids,Live,2024,141,Low (<$1M),English
CNT-00636,Romance Series 636,Romance,Series,2023,41,Low (<$1M),English
CNT-00637,Thriller Movie 637,Thriller,Movie,2024,123,High ($10M-$50M),English
CNT-00638,Comedy Movie 638,Comedy,Movie,2017,82,Low (<$1M),German
CNT-00639,Romance Series 639,Romance,Series,2022,28,Medium ($1M-$10M),Korean
CNT-00640,Comedy Documentary 640,Comedy,Documentary,2013,65,Medium ($1M-$10M),English
CNT-00641,Thriller Movie 641,Thriller,Movie,2013,180,High ($10M-$50M),French
CNT-00642,Sports Series 642,Sports,Series,2014,30,High ($10M-$50M),English
CNT-00643,News Series 643,News,Series,2018,42,Medium ($1M-$10M),Spanish
CNT-00644,Sci-Fi Documentary 644,Sci-Fi,Documentary,2022,57,High ($10M-$50M),English
CNT-00645,Documentary Live 645,Documentary,Live,2025,67,Medium ($1M-$10M),English
CNT-00646,Comedy Series 646,Comedy,Series,2023,25,Low (<$1M),Japanese
CNT-00647,Action Live 647,Action,Live,2020,122,High ($10M-$50M),Spanish
CNT-00648,Kids Series 648,Kids,Series,2017,24,High ($10M-$50M),English
CNT-00649,Action Live 649,Action,Live,2017,69,Low (<$1M),Spanish
CNT-00650,Action Series 650,Action,Series,2014,44,Low (<$1M),English
CNT-00651,Kids Movie 651,Kids,Movie,2018,174,Low (<$1M),English
CNT-00652,Comedy Series 652,Comedy,Series,2015,34,Medium ($1M-$10M),Korean
CNT-00653,News Series 653,News,Series,2015,45,Medium ($1M-$10M),Spanish
CNT-00654,Comedy Movie 654,Comedy,Movie,2017,153,High ($10M-$50M),German
CNT-00655,Sci-Fi Series 655,Sci-Fi,Series,2024,51,Low (<$1M),English
CNT-00656,Romance Series 656,Romance,Series,2016,47,Medium ($1M-$10M),English
CNT-00657,Action Live 657,Action,Live,2018,56,Low (<$1M),English
CNT-00658,News Movie 658,News,Movie,2010,124,High ($10M-$50M),English
CNT-00659,Documentary Live 659,Documentary,Live,2022,59,Low (<$1M),English
CNT-00660,Documentary Movie 660,Documentary,Movie,2011,168,Low (<$1M),English
CNT-00661,News Movie 661,News,Movie,2024,85,Blockbuster (>$50M),German
CNT-00662,Thriller Series 662,Thriller,Series,2013,32,Low (<$1M),English
CNT-00663,Sports Series 663,Sports,Series,2021,32,Medium ($1M-$10M),Japanese
CNT-00664,Documentary Movie 664,Documentary,Movie,2019,173,Low (<$1M),English
CNT-00665,Action Series 665,Action,Series,2021,26,Low (<$1M),English
